"Species"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"total_sequences"
"Scopelengys_tristis"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Neoscopelidae"	"Scopelengys"	3
"Scophthalmus_maximus"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Scophthalmidae"	"Scophthalmus"	3
"Scophthalmus_rhombus"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Scophthalmidae"	"Scophthalmus"	2
"Scorpaena_porcus"	"Chordata"	"Actinopteri"	"Perciformes"	"Scorpaenidae"	"Scorpaena"	4
"Scorpaena_scrofa"	"Chordata"	"Actinopteri"	"Perciformes"	"Scorpaenidae"	"Scorpaena"	2
"Scyliorhinus_canicula"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Scyliorhinidae"	"Scyliorhinus"	5
"Scyliorhinus_stellaris"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Scyliorhinidae"	"Scyliorhinus"	1
"Scymnodon_ringens"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Somniosidae"	"Scymnodon"	1
"Sebastes_mentella"	"Chordata"	"Actinopteri"	"Perciformes"	"Sebastidae"	"Sebastes"	2
"Sebastes_norvegicus"	"Chordata"	"Actinopteri"	"Perciformes"	"Sebastidae"	"Sebastes"	1
"Sebastes_viviparus"	"Chordata"	"Actinopteri"	"Perciformes"	"Sebastidae"	"Sebastes"	4
"Selar_boops"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Selar"	1
"Selar_crumenophthalmus"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Selar"	4
"Seriola_dumerili"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Seriola"	7
"Seriola_rivoliana"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Seriola"	6
"Serranus_atricauda"	"Chordata"	"Actinopteri"	"Perciformes"	"Serranidae"	"Serranus"	1
"Serranus_cabrilla"	"Chordata"	"Actinopteri"	"Perciformes"	"Serranidae"	"Serranus"	3
"Serrivomer_beanii"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Serrivomeridae"	"Serrivomer"	3
"Setarches_guentheri"	"Chordata"	"Actinopteri"	"Perciformes"	"Setarchidae"	"Setarches"	2
"Siganus_luridus"	"Chordata"	"Actinopteri"	"Acanthuriformes"	"Siganidae"	"Siganus"	1
"Siganus_rivulatus"	"Chordata"	"Actinopteri"	"Acanthuriformes"	"Siganidae"	"Siganus"	1
"Sigmops_elongatus"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Gonostomatidae"	"Sigmops"	4
"Silurus_glanis"	"Chordata"	"Actinopteri"	"Siluriformes"	"Siluridae"	"Silurus"	7
"Simenchelys_parasitica"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Synaphobranchidae"	"Simenchelys"	7
"Similiparma_hermani"	"Chordata"	"Actinopteri"	"Ovalentaria"	"Pomacentridae"	"Similiparma"	1
"Similiparma_lurida"	"Chordata"	"Actinopteri"	"Ovalentaria"	"Pomacentridae"	"Similiparma"	1
"Solea_senegalensis"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Soleidae"	"Solea"	2
"Solea_solea"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Soleidae"	"Solea"	6
"Somniosus_microcephalus"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Somniosidae"	"Somniosus"	5
"Sparisoma_cretense"	"Chordata"	"Actinopteri"	"Eupercaria"	"Scaridae"	"Sparisoma"	2
"Sparus_aurata"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Sparus"	9
"Spectrunculus_grandis"	"Chordata"	"Actinopteri"	"Ophidiiformes"	"Ophidiidae"	"Spectrunculus"	1
"Sphoeroides_pachygaster"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Tetraodontidae"	"Sphoeroides"	5
"Sphyraena_barracuda"	"Chordata"	"Actinopteri"	"Carangaria"	"Sphyraenidae"	"Sphyraena"	3
"Sphyraena_obtusata"	"Chordata"	"Actinopteri"	"Carangaria"	"Sphyraenidae"	"Sphyraena"	2
"Sphyraena_pinguis"	"Chordata"	"Actinopteri"	"Carangaria"	"Sphyraenidae"	"Sphyraena"	9
"Sphyrna_lewini"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Sphyrnidae"	"Sphyrna"	4
"Sphyrna_mokarran"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Sphyrnidae"	"Sphyrna"	3
"Sphyrna_zygaena"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Sphyrnidae"	"Sphyrna"	6
"Spicara_maena"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Spicara"	4
"Spinachia_spinachia"	"Chordata"	"Actinopteri"	"Perciformes"	"Gasterosteidae"	"Spinachia"	5
"Spondyliosoma_cantharus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Spondyliosoma"	3
"Spratelloides_delicatulus"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Clupeidae"	"Spratelloides"	7
"Sprattus_sprattus"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Clupeidae"	"Sprattus"	8
"Squaliolus_laticaudus"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Dalatiidae"	"Squaliolus"	1
"Squalius_cephalus"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Squalius"	4
"Squalus_acanthias"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Squalidae"	"Squalus"	4
"Squalus_blainville"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Squalidae"	"Squalus"	1
"Squalus_megalops"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Squalidae"	"Squalus"	1
"Squatina_squatina"	"Chordata"	"Elasmobranchii"	"Squatiniformes"	"Squatinidae"	"Squatina"	3
"Stegastes_imbricatus"	"Chordata"	"Actinopteri"	"Ovalentaria"	"Pomacentridae"	"Stegastes"	1
"Stephanolepis_hispidus"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Monacanthidae"	"Stephanolepis"	2
"Sternoptyx_diaphana"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Sternoptychidae"	"Sternoptyx"	6
"Sternoptyx_pseudobscura"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Sternoptychidae"	"Sternoptyx"	1
"Stolephorus_insularis"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Engraulidae"	"Stolephorus"	3
"Stomias_affinis"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Stomias"	6
"Stomias_boa"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Stomias"	1
"Stylephorus_chordatus"	"Chordata"	"Actinopteri"	"Stylephoriformes"	"Stylephoridae"	"Stylephorus"	4
"Symphodus_bailloni"	"Chordata"	"Actinopteri"	"Eupercaria"	"Labridae"	"Symphodus"	5
"Symphodus_melops"	"Chordata"	"Actinopteri"	"Eupercaria"	"Labridae"	"Symphodus"	4
"Symphodus_ocellatus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Labridae"	"Symphodus"	1
"Synagrops_japonicus"	"Chordata"	"Actinopteri"	"Acropomatiformes"	"Acropomatidae"	"Synagrops"	1
"Synaphobranchus_kaupii"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Synaphobranchidae"	"Synaphobranchus"	7
"Syngnathus_acus"	"Chordata"	"Actinopteri"	"Syngnathiformes"	"Syngnathidae"	"Syngnathus"	5
"Syngnathus_rostellatus"	"Chordata"	"Actinopteri"	"Syngnathiformes"	"Syngnathidae"	"Syngnathus"	4
"Syngnathus_typhle"	"Chordata"	"Actinopteri"	"Syngnathiformes"	"Syngnathidae"	"Syngnathus"	5
"Synodus_saurus"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Synodontidae"	"Synodus"	1
"Taaningichthys_minimus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Taaningichthys"	2
"Talismania_antillarum"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Talismania"	2
"Taractes_asper"	"Chordata"	"Actinopteri"	"Scombriformes"	"Bramidae"	"Taractes"	2
"Taurulus_bubalis"	"Chordata"	"Actinopteri"	"Perciformes"	"Cottidae"	"Taurulus"	6
"Terapon_jarbua"	"Chordata"	"Actinopteri"	"Centrarchiformes"	"Terapontidae"	"Terapon"	13
"Terapon_puta"	"Chordata"	"Actinopteri"	"Centrarchiformes"	"Terapontidae"	"Terapon"	2
"Terapon_theraps"	"Chordata"	"Actinopteri"	"Centrarchiformes"	"Terapontidae"	"Terapon"	6
"Tetragonurus_cuvieri"	"Chordata"	"Actinopteri"	"Scombriformes"	"Tetragonuridae"	"Tetragonurus"	4
"Tetrapturus_belone"	"Chordata"	"Actinopteri"	"Carangiformes"	"Istiophoridae"	"Tetrapturus"	4
"Tetrapturus_georgii"	"Chordata"	"Actinopteri"	"Carangiformes"	"Istiophoridae"	"Tetrapturus"	4
"Tetrapturus_pfluegeri"	"Chordata"	"Actinopteri"	"Carangiformes"	"Istiophoridae"	"Tetrapturus"	4
"Thalassobathia_pelagica"	"Chordata"	"Actinopteri"	"Ophidiiformes"	"Ophidiidae"	"Thalassobathia"	1
"Thalassoma_pavo"	"Chordata"	"Actinopteri"	"Eupercaria"	"Labridae"	"Thalassoma"	1
"Theragra_finnmarchica"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Theragra"	44
"Thunnus_alalunga"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Thunnus"	43
"Thunnus_albacares"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Thunnus"	6
"Thunnus_obesus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Thunnus"	163
"Thunnus_thynnus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Thunnus"	11
"Thymallus_thymallus"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Thymallus"	24
"Tinca_tinca"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Tinca"	8
"Torpedo_marmorata"	"Chordata"	"Elasmobranchii"	"Torpediniformes"	"Torpedinidae"	"Torpedo"	2
"Torpedo_sinuspersici"	"Chordata"	"Elasmobranchii"	"Torpediniformes"	"Torpedinidae"	"Torpedo"	1
"Trachinocephalus_myops"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Synodontidae"	"Trachinocephalus"	9
"Trachinotus_ovatus"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Trachinotus"	4
"Trachinus_draco"	"Chordata"	"Actinopteri"	"Perciformes"	"Trachinidae"	"Trachinus"	5
"Trachinus_radiatus"	"Chordata"	"Actinopteri"	"Perciformes"	"Trachinidae"	"Trachinus"	1
"Trachipterus_trachypterus"	"Chordata"	"Actinopteri"	"Lampriformes"	"Trachipteridae"	"Trachipterus"	3
"Trachurus_mediterraneus"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Trachurus"	1
"Trachurus_picturatus"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Trachurus"	2
"Trachurus_trachurus"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Trachurus"	8
"Trachyrincus_murrayi"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Trachyrincus"	3
"Trichiurus_lepturus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Trichiuridae"	"Trichiurus"	3
"Tridentiger_trigonocephalus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Tridentiger"	20
"Triglops_murrayi"	"Chordata"	"Actinopteri"	"Perciformes"	"Cottidae"	"Triglops"	3
"Triglops_pingelii"	"Chordata"	"Actinopteri"	"Perciformes"	"Cottidae"	"Triglops"	5
"Trigonolampa_miriceps"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Trigonolampa"	1
"Trisopterus_esmarkii"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Trisopterus"	2
"Trisopterus_luscus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Trisopterus"	5
"Trisopterus_minutus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Trisopterus"	7
"Trypauchen_vagina"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Trypauchen"	5
"Tylerius_spinosissimus"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Tetraodontidae"	"Tylerius"	4
"Tylosurus_acus"	"Chordata"	"Actinopteri"	"Beloniformes"	"Belonidae"	"Tylosurus"	2
"Tylosurus_crocodilus"	"Chordata"	"Actinopteri"	"Beloniformes"	"Belonidae"	"Tylosurus"	4
"Upeneus_moluccensis"	"Chordata"	"Actinopteri"	"Mulliformes"	"Mullidae"	"Upeneus"	1
"Uraspis_secunda"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Uraspis"	2
"Urogymnus_asperrimus"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Dasyatidae"	"Urogymnus"	2
"Urophycis_tenuis"	"Chordata"	"Actinopteri"	"Gadiformes"	"Phycidae"	"Urophycis"	2
"Valenciennellus_tripunctulatus"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Sternoptychidae"	"Valenciennellus"	3
"Venefica_proboscidea"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Nettastomatidae"	"Venefica"	1
"Vimba_vimba"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Vimba"	1
"Vinciguerria_nimbaria"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Phosichthyidae"	"Vinciguerria"	3
"Xenodermichthys_copei"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Xenodermichthys"	4
"Xiphias_gladius"	"Chordata"	"Actinopteri"	"Carangiformes"	"Xiphiidae"	"Xiphias"	4
"Xyrichtys_novacula"	"Chordata"	"Actinopteri"	"Eupercaria"	"Labridae"	"Xyrichtys"	3
"Zameus_squamulosus"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Somniosidae"	"Zameus"	1
"Zenion_hololepis"	"Chordata"	"Actinopteri"	"Zeiformes"	"Zeniontidae"	"Zenion"	1
"Zeugopterus_punctatus"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Scophthalmidae"	"Zeugopterus"	2
"Zeugopterus_regius"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Scophthalmidae"	"Zeugopterus"	2
"Zeus_faber"	"Chordata"	"Actinopteri"	"Zeiformes"	"Zeidae"	"Zeus"	7
"Zosterisessor_ophiocephalus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Zosterisessor"	1
"Zu_cristatus"	"Chordata"	"Actinopteri"	"Lampriformes"	"Trachipteridae"	"Zu"	4
